"所有者コード","所有者名","住所"
"29502","(株) 大黒天","富山県射水市津幡江391-1"
"36801","(株) BIKESTARS","兵庫県明石市魚住町金ヶ崎1602-2"
"16310","(有) トータルカーディーラーケイズ","鹿児島県鹿児島市宇宿1丁目12-6"
"36803","(有)夢工場","大分県中津市高瀬1209-1"
"36804","(株) ホンダカーズ静岡","静岡県静岡市葵区東静岡1丁目1-14"
"36805","(有) 寺田モータース","兵庫県尼崎市大庄中通1丁目1"
"36806","(株)クロマ","広島県広島市安佐南区伴東7丁目38-15"
"36807","(株)OceanLine","東京都目黒区八雲2丁目21-2-103"
"36809","ハビーブトレーディング (株)","埼玉県春日部市備後東2丁目1-30-102"
"36810","大山トレーディング (有)","愛知県愛西市日置町髭田139"
"36811","(有) ZECK","愛知県愛知郡東郷町北山台4丁目2-4"
"36812","ALFALAH TRADING (株)","群馬県邑楽郡明和町南大島1004-1"
"36813","(株) GAIS","神奈川県横浜市鶴見区生麦1丁目14-29"
"74251","(有) カーフレンズトーア","広島県広島市安佐南区八木5丁目10-28"
"36800","ACCESS JAPAN (株)","愛知県名古屋市港区宝神5丁目1031-1"
"36814","(株)CHC","広島県山県郡北広島町本地10777-98"
"36815","Mitsui Corporation(株)","富山県魚津市天神野新742"
"36898","(株) コンチネント","岡山県倉敷市中島1375-3"
"36816","(株) 東京自動車･東京レッカー","東京都北区浮間3丁目27-15"
"36817","(株) ジェーンズトレーディング","神奈川県横浜市鶴見区生麦5丁目8-49"
"36818","近畿自動車(株)","大阪府柏原市本郷3丁目8-30"
"36904","(有) 知識自動車","鹿児島県薩摩川内市上川内町5418-1"
"36819","ECOBURN JAPAN(株)","東京都中央区新川1丁目3-17-8F"
"36820","(株) プレミアムファクトリー","北海道帯広市西5条北1丁目16-1"
"36821","(株)ELSFWAA Trading","兵庫県小野市万勝寺町268-162"
"36822","(株)MB TRADING LTD","愛知県愛西市日置町髭田143"
"36823","(株) くるまやレディース","福井県大野市陽明町1丁目1402"
"36824","(有) 日本貿易","埼玉県春日部市西金野井64-13-4-2"
"16939","(株) グランド･スラム･ジィーティーアール","大阪府堺市堺区海山町1-60-3"
"20756","(株) カーパルコ長崎屋","高知県高知市南久保2-12"
"36406","(株)TMT CORPORATION","富山県射水市中新湊17-1"
"36664","(株)三浦石油","大阪府富田林市喜志町4丁目7-29"
"36825","(株)サトウ自動車函館","北海道北斗市七重浜8丁目12-10"
"36827","TAIYO ASIA TRADING(株)","栃木県鹿沼市北赤塚町1021-2"
"38426","(株) SAFDAR","石川県白山市福留町198-1"
"38427","KB INTERNATIONAL COMPANY (株)","愛知県名古屋市西区大野木3丁目142-1-303"
"38428","(株) 賃貸自動車","神奈川県横浜市都筑区池辺町3226-1"
"38429","SMMオートファイナンス(株)","大阪府大阪市北区中之島3丁目3-23"
"38430","DUA TRADING (株)","大阪府枚方市長尾元町5丁目2-10-201"
"38431","(株) アンサーリーネットワーク","栃木県鹿沼市白桑田515-8"
"03118","(有) 太平マイカー","愛知県名古屋市中川区長良町3丁目182"
"24456","(有) リッキー","東京都中野区鷺宮6丁目20-7"
"24612","(有) トモエ自動車商会","長野県伊那市中央4509-1"
"38405","(株) ユーサフトレーディング","愛知県名古屋市港区宝神5丁目1031-1-2C"
"38432","(有) 伏見自動車整備工場","秋田県由利本荘市鳥海町上川内字山崎34-1"
"38434","YALATA JAPAN(株)","千葉県四街道市大日546-2-1-103"
"38425","(株)3K","京都府京都市山科区勧修寺南谷町22"
"38435","(有)エムアンドイープロダクツ","京都府京都市北区大北山原谷乾町36-64"
"38436","(株) ウィングズ","東京都足立区扇1丁目27-23"
"38437","(株) オリオンauto","群馬県太田市西新町5-2"
"38438","PARWANI (株)","千葉県佐倉市鏑木町1丁目9-11"
"38440","(有) サクラトレーディング","埼玉県さいたま市岩槻区南平野2丁目28-4"
"38441","TOYAMACAR (株)","富山県射水市海竜町160"
"38442","(同) シバタ","岐阜県加茂郡坂祝町黒岩1081"
"38444","(株)アイン･カースクール","兵庫県神戸市西区岩岡町野中824-1"
"38446","新和自動車(株)","京都府京都市南区上鳥羽鴨田17-1"
"38448","MINO STARS(株)","岐阜県美濃市1204"
"38449","(同)JALOPY","東京都府中市小柳町2丁目10-6"
"38450","ユーエスモーター(有)","岩手県奥州市水沢真城字土手根100-1"
"10192","(有) ヴァン自動車","石川県小松市今江町5丁目543"
"20921","(有) マリックインターナショナル","埼玉県川口市新堀613"
"21962","(有) ナッドオートクラブ","長野県松本市笹賀7120-1"
"38451","(有)S.Aトレーディング","埼玉県富士見市上南畑402-1"
"38452","(株) auto garage SHINER","青森県弘前市富栄字鳥羽325-7"
"38453","ジーアミックス (株)","沖縄県那覇市おもろまち4丁目11-1-405"
"38454","(株) カ-サ-ビス東松","岐阜県羽島市江吉良町江中1丁目20"
"38455","(有) ゼクス","茨城県つくば市金田2029-10"
"25571","(株) CHIC","静岡県静岡市葵区千代2丁目19-16"
"28453","(株) CHIC","静岡県富士市本市場新田55-1"
"00403","帯広トヨペット(株)","北海道帯広市大通南6丁目17"
"00405","トヨタカローラ帯広(株)","北海道帯広市大通南2丁目1"
"00408","帯広スバル自動車(株)","北海道帯広市西13条北1丁目1"
"00429","十勝三菱自動車販売(株)","北海道帯広市西16条北1丁目21-5"
"00473","(株)ホンダクリオ帯広","北海道帯広市西22条北1丁目12-32"
"12810","ネッツトヨタ帯広(株)","北海道帯広市大通南18丁目15"
"12834","帯広三菱自動車販売(株)","北海道帯広市大通南23丁目11"
"15555","(有) ティハマトレーディング","兵庫県小野市粟生町2998-1"
"16008","帯広日産自動車(株)","北海道帯広市大通南29丁目2"
"16245","(株) スズキマイカーセンター南海","大阪府堺市堺区神石市之町16-40"
"17311","(株) Y’S GARAGE","京都府城陽市寺田塚本70-1"
"18296","(株) HKC","三重県伊賀市東湯舟2747"
"18979","(株) ホンダカーズ帯広","北海道帯広市西21条南1丁目15-13"
"20455","(有) ホットドライブ","大阪府松原市新堂4丁目269-9"
"23765","(有) M.D.K CORPORATION","富山県射水市七美2丁目2-6"
"25270","(株) ハリストレーディング","静岡県浜松市浜北区内野台1丁目2-16"
"26303","(株) CMマネージメント","大阪府大阪市中央区安土町2丁目3-13"
"26755","(株) マサキオート","和歌山県岩出市吉田139"
"26820","(有) トータルセブン","愛知県春日井市大留町5丁目7-3"
"27047","(有) タラルモーターズ","福岡県北九州市小倉南区上吉田3丁目15-22-101"
"28045","(株) BamBoo","熊本県熊本市南区田迎6丁目2-12"
"28435","(株)NOBEL TRADING","愛知県名古屋市港区宝神3丁目602"
"28436","(株) アリエヌサンズ","愛知県豊田市大林町12丁目2-8-103"
"28446","(有) ヌールトレーディング","愛知県豊田市大林町12丁目2-8-103"
"28447","(株) トランスグローバル","富山県高岡市東中川町8-34-203"
"28449","(株) サンパ","愛知県豊橋市岩屋町字岩屋下62-87"
"28451","清水国際貿易 (株)","静岡県静岡市清水区庵原町1920"
"28452","(有) リブラインターナショナル","愛知県豊橋市神野新田町字キノ割27"
"28454","(株) アールケーインターナショナル","奈良県奈良市南庄町79-1、80"
"28455","(株) BEST CAR TRADING","長野県須坂市相之島555-1"
"00259","(株)サトウカーサービス","北海道函館市本通3丁目1-4"
"00288","松友オート(株)","北海道函館市深堀町13-3"
"10514","(有)オートベル","北海道函館市陣川町83-102"
"13856","(有)阿部保険事務所","北海道旭川市忠和5条1丁目1-8"
"13868","(有)カートップ","北海道深川市3条26-28"
"13895","綜合機械(株)","北海道旭川市東4条9丁目1-12"
"03581","ベルサービス旭川(株)","北海道旭川市曙1条2丁目296"
"13881","美瑛町農業協同組合","北海道上川郡美瑛町中町2丁目6-32"
"03511","(株)ユーノス旭川","北海道旭川市永山2条11丁目2-19"
"03552","(株)ヤナセ旭川","北海道旭川市高砂台2丁目1-10"
"13880","(株)コタニ工業","北海道旭川市北門町18丁目2153"
"00742","士別車輌(株)","北海道士別市東7条6丁目"
"29503","(株) イーストワン","北海道沙流郡平取町荷菜85-7"
"29504","(株)オリエント商会","京都府京都市山科区御陵原西町7-3-205"
"29505","東濃自動車工業 (株)","岐阜県多治見市東町1丁目21"
"29506","(株) 金澤石油","千葉県千葉市緑区誉田町1丁目312"
"08440","★ 北海道リース (株)","北海道札幌市中央区南1条西10丁目3"
"08276","(株) セブンスター","兵庫県神戸市東灘区住吉東町4丁目8-10"
"11626","(株) ビックモーター石崎","富山県南砺市二日町2085-2"
"11715","(有) 赤来オートセンター","島根県飯石郡飯南町下赤名301-3"
"12123","(株) ケイ企画","島根県出雲市大社町杵築南1381-4"
"12198","(株) 中田モータース","富山県富山市下大久保2651-16"
"13389","(有) エフビーオート","山形県東田川郡庄内町前田野目字西前割33-1"
"15693","(株) オートリサイクル長野","長野県長野市北長池1202-3"
"15728","(有) ATLAS","東京都国立市東2丁目12-6"
"23515","(株) 辰富","大阪府茨木市島1丁目22-24"
"20365","(株) グレアモーターコーポレーション","新潟県新発田市佐々木2591-46"
"24981","(株) IWATA･TOWING","静岡県浜松市南区都盛町324"
"27655","(株) パワーupレンタリース福岡","福岡県福岡市博多区金の隈2丁目25-10"
"29367","(株) 札幌ワシダ","北海道札幌市豊平区豊平4条3丁目1-10"
"29507","(株)遠州自販","静岡県浜松市東区流通元町16-2"
"29508","(株)REM","石川県金沢市湊4丁目60-2"
"29509","(株) G-7･オート･サービス","兵庫県神戸市須磨区弥栄台3丁目1-6"
"29510","(株)エフ･ケイ･アイ","大阪府岸和田市三田町1606-1"
"29512","(株)ファーレン古都","京都府京都市左京区高野西開町59"
"29514","(有)産越自動車","石川県加賀市津波倉町ハ34-1"
"29515","(有) EURO stage","岡山県倉敷市中島2361-95"
"29516","(有) ティーエムエフ企画","岡山県久米郡美咲町原田4313"
"29518","日産岩手商事(株)","岩手県盛岡市西見前15地割150"
"29521","トモニリース(株)","香川県高松市亀井町7-1"
"29522","STAR ROCK COMPANY (株)","東京都町田市上小山田町605-1"
"29523","SUBHAN TRADING(株)","埼玉県春日部市大沼4丁目41-102"
"36829","おくるまネットワーク (株)","兵庫県神戸市東灘区向洋町中6丁目9"
"36831","(株)高木商会","石川県金沢市古府町南444-1"
"36832","(株) アクティブコレクション","神奈川県横浜市都筑区仲町台4丁目8-20"
"36833","(株) タイガーコーポレーション","兵庫県神戸市北区有野町有野2091-1"
"36834","(株) ティーバイティーホールディングス","北海道札幌市中央区北5条西2丁目5"
"36835","(株)星高","広島県広島市西区庚午中3丁目7-4"
"36841","(株)ハイブリッジ","福島県福島市吉倉字前田1-1"
"36843","(株)カーショップスズカ","三重県鈴鹿市汲川原町118-4"
"36848","(株)TRANSWORLD","大阪府大阪市東淀川区東中島2丁目9-15"
"36881","(株) 小野サービス","静岡県浜松市南区米津町1999"
"36849","(有) イムラントレーディングカンパニー","岡山県赤磐市草生937-1"
"36851","(株)日専連ライフサービス","宮城県仙台市青葉区中央1丁目3-1"
"36852","(有) アヤンインターナショナル","岡山県美作市五名1995-2"
"36828","(有)佐々木商事","宮城県栗原市栗駒里谷霞ヶ沢東方23"
"11097","(有) ロイヤル商会","石川県能美市道林町ハ15"
"25052","(有) オートステージ","大阪府泉大津市池浦町2丁目5-25"
"36838","イーグル･ホールディングス (株)","沖縄県豊見城市与根2-8"
"36840","(株)HAMZA AFRIDI TRADING","茨城県古河市女沼876-15-201"
"36845","九州ネクスト(株)","福岡県糟屋郡宇美町宇美東3丁目8-24"
"36846","(同)オートサロン･プラス","大阪府和泉市伏屋町1丁目11-68"
"36847","(株) CRSオート","石川県金沢市黒田1丁目243-2"
"32661","(有)開栄自動車工業","広島県広島市安芸区中野2丁目7-18"
"36853","(株) FAT","熊本県熊本市東区小山2丁目25-40"
"28460","(株) GREEN TOKYO INTERNATIONAL","茨城県常総市大塚戸町2046"
"28462","(株) 霧島自動車","宮崎県西諸県郡高原町西麓967"
"28463","(株) ホンダ四輪販売長岡","新潟県長岡市稲保4丁目558-2"
"28464","(株)ヤツヅカ","愛媛県伊予郡松前町徳丸233-4"
"28465","(株) 岡田","愛知県岡崎市井田町字稲場37"
"28466","(株)Fun","宮城県仙台市宮城野区出花1丁目16-9"
"28467","(有) グローバルネット","神奈川県小田原市中町2丁目4-34"
"28468","(株) ホンダドリーム中四国","広島県広島市南区東雲3丁目5-15"
"28471","(有) 青木自動車工場","静岡県伊東市玖須美元和田708-185"
"28472","(株) オートリンク横浜","神奈川県横浜市都筑区二の丸2-16"
"28539","(株) 毛利ホンダ","青森県黒石市温湯字新道下9-2"
"28473","(有) アリアナ･トレーディング","千葉県四街道市大日871-60"
